tconst,primaryTitle,startYear,averageRating,numVotes,War,Romance,Animation,Music,Drama,Western,Horror,Game-Show,Adult,Adventure,Fantasy,Sci-Fi,Musical,Film-Noir,Thriller,Crime,Sport,Reality-TV,Short,Talk-Show,Biography,Family,Mystery,Comedy,Action,History,News,Documentary
tt0119282,Hercules,-0.054875803226327305,0.06906192436941204,0.033863955394463484,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0119303,Home Alone 3,-0.054875803226327305,-0.26828747322094937,-0.009312178249718145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
tt0119313,Hope Floats,-0.045071881657699854,-0.08756458165468431,-0.04347898644499675,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0119314,The Horse Whisperer,-0.045071881657699854,-0.003227232257093929,-0.03816085585783314,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0119345,I Know What You Did Last Summer,-0.054875803226327305,-0.11166096719685299,0.0019320126440736383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0119349,The Ice Storm,-0.054875803226327305,0.08111011714049644,-0.03237220696716013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0119360,In & Out,-0.054875803226327305,-0.039371810570346916,-0.03800800495693919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0119395,The Jackal,-0.054875803226327305,-0.039371810570346916,-0.00913115028881092,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0119396,Jackie Brown,-0.054875803226327305,0.09315830991158074,0.07906111761713173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0119468,Kiss the Girls,-0.054875803226327305,-0.01527542502817833,-0.02568112018181529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0119472,Knockin' on Heaven's Door,-0.054875803226327305,0.14135108099591812,-0.0423739053105034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
tt0119485,Kundun,-0.054875803226327305,0.03291734605615906,-0.043225778892000716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tt0119488,L.A. Confidential,-0.054875803226327305,0.17749565930917102,0.16832797367481367,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0119528,Liar Liar,-0.054875803226327305,0.020869153285074764,0.06397403892207701,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0119535,A Life Less Ordinary,-0.054875803226327305,-0.05142000334143132,-0.0403297175046086,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tt0119558,Lolita,-0.054875803226327305,0.008820960513990365,-0.03144892576782094,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0119567,The Lost World: Jurassic Park,-0.054875803226327305,-0.027323617799262623,0.1057139144798284,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0119643,Meet Joe Black,-0.045071881657699854,0.05701373159832775,0.03758988909731516,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0119654,Men in Black,-0.054875803226327305,0.06906192436941204,0.16181058109503013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tt0119664,Metro,-0.054875803226327305,-0.147805545510106,-0.04343305397730387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
tt0119668,Midnight in the Garden of Good and Evil,-0.054875803226327305,-0.01527542502817833,-0.03895598933218043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0119675,Mimic,-0.054875803226327305,-0.08756458165468431,-0.03448201258404475,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0119683,Les Misérables,-0.045071881657699854,0.08111011714049644,-0.03826507238116992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tt0119695,Money Talks,-0.054875803226327305,-0.06346819611251561,-0.042701222391205586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
tt0119698,Princess Mononoke,-0.054875803226327305,0.2015920448513398,0.09522008255406145,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0119707,Mortal Kombat: Annihilation,-0.054875803226327305,-0.37672120816070837,-0.03300676979814409,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0119715,Mousehunt,-0.054875803226327305,-0.027323617799262623,-0.03226413057258865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0119731,Murder at 1600,-0.054875803226327305,-0.07551638888360002,-0.04214694488190329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0119738,My Best Friend's Wedding,-0.054875803226327305,-0.05142000334143132,0.0005648462527444531,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0119807,Nothing to Lose,-0.054875803226327305,-0.003227232257093929,-0.03612245785879038,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tt0119822,As Good as It Gets,-0.054875803226327305,0.11725469545374943,0.06038860453216825,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0119874,The Peacemaker,-0.054875803226327305,-0.08756458165468431,-0.03151994739853934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0119925,The Postman,-0.054875803226327305,-0.07551638888360002,-0.02562052020343057,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0119942,Primary Colors,-0.045071881657699854,-0.003227232257093929,-0.04290463760527404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0119951,Private Parts,-0.054875803226327305,0.020869153285074764,-0.03967508334320423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
tt0119978,The Rainmaker,-0.054875803226327305,0.05701373159832775,-0.02583860292819087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0120004,The Relic,-0.054875803226327305,-0.11166096719685299,-0.04345505524334164,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0120008,The Replacement Killers,-0.045071881657699854,-0.07551638888360002,-0.04292239301295364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0120032,Romy and Michele's High School Reunion,-0.054875803226327305,-0.05142000334143132,-0.03568552043502284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120053,The Saint,-0.054875803226327305,-0.06346819611251561,-0.027725693974833553,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120082,Scream 2,-0.054875803226327305,-0.05142000334143132,0.01572796441112269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0120094,Selena,-0.054875803226327305,0.008820960513990365,-0.04296060573817713,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0120102,Seven Years in Tibet,-0.054875803226327305,0.04496553882724335,0.00117431992070289,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0120148,Sliding Doors,-0.045071881657699854,-0.003227232257093929,-0.028209335840540913,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120157,Soldier,-0.045071881657699854,-0.08756458165468431,-0.03222321593750088,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120177,Spawn,-0.054875803226327305,-0.18395012382335899,-0.027751555112106016,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120179,Speed 2: Cruise Control,-0.054875803226327305,-0.3405766298474554,-0.02278814669141093,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0120184,Sphere,-0.045071881657699854,-0.07551638888360002,-0.0130446737336688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
tt0120185,Spice World,-0.054875803226327305,-0.37672120816070837,-0.040230518813876924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt0120188,Three Kings,-0.0352679600890724,0.04496553882724335,0.01185960145971075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tt0120201,Starship Troopers,-0.054875803226327305,0.06906192436941204,0.058672119794099115,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120241,Suicide Kings,-0.054875803226327305,0.020869153285074764,-0.043410666724142635,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tt0120255,The Sweet Hereafter,-0.054875803226327305,0.09315830991158074,-0.040562081752937275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120265,Taste of Cherry,-0.054875803226327305,0.11725469545374943,-0.042262741018944165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120324,A Simple Plan,-0.045071881657699854,0.09315830991158074,-0.02708958719535572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0120338,Titanic,-0.054875803226327305,0.14135108099591812,0.38895242364316274,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120347,Tomorrow Never Dies,-0.054875803226327305,-0.027323617799262623,0.020672459462767766,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120363,Toy Story 2,-0.0352679600890724,0.14135108099591812,0.16689248756263036,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120382,The Truman Show,-0.045071881657699854,0.17749565930917102,0.3519165731591349,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120399,U Turn,-0.054875803226327305,-0.003227232257093929,-0.033956684109002676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0120434,Vegas Vacation,-0.054875803226327305,-0.0996127744257686,-0.03501004296895111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120458,Virus,-0.0352679600890724,-0.20804650936552765,-0.043217673162407856,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120461,Volcano,-0.054875803226327305,-0.147805545510106,-0.024611163875557666,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120483,The Man Who Knew Too Little,-0.054875803226327305,-0.01527542502817833,-0.041523961664623424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tt0120484,The Waterboy,-0.045071881657699854,-0.07551638888360002,0.008759738871126703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tt0120533,Celebrity,-0.045071881657699854,-0.05142000334143132,-0.04369398127276929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120577,54,-0.045071881657699854,-0.11166096719685299,-0.04127847385409678,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120586,American History X,-0.045071881657699854,0.2136402376224241,0.3724472282564808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0120587,Antz,-0.045071881657699854,-0.01527542502817833,0.005581134909354869,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120591,Armageddon,-0.045071881657699854,-0.003227232257093929,0.10888943054461249,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120595,Babe: Pig in the City,-0.045071881657699854,-0.11166096719685299,-0.04115765988445081,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120601,Being John Malkovich,-0.0352679600890724,0.12930288822483374,0.07430151039762858,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120609,The Big Hit,-0.045071881657699854,-0.08756458165468431,-0.04247812183384018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
tt0120611,Blade,-0.045071881657699854,0.04496553882724335,0.0501927546657198,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120616,The Mummy,-0.0352679600890724,0.04496553882724335,0.10929973485686063,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120623,A Bug's Life,-0.045071881657699854,0.05701373159832775,0.057674729067053766,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120630,Chicken Run,-0.025464038520444952,0.04496553882724335,0.01935855929447738,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120631,Ever After: A Cinderella Story,-0.045071881657699854,0.03291734605615906,-0.025018766277941522,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120632,City of Angels,-0.045071881657699854,-0.003227232257093929,-0.007642783940712293,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120633,A Civil Action,-0.045071881657699854,-0.01527542502817833,-0.042843651639765855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120647,Deep Impact,-0.045071881657699854,-0.06346819611251561,0.014480454028069068,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120654,Dirty Work,-0.045071881657699854,-0.039371810570346916,-0.043336943183559955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120655,Dogma,-0.0352679600890724,0.06906192436941204,0.029660169632756497,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120657,The 13th Warrior,-0.0352679600890724,-0.01527542502817833,-0.006163681283576935,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tt0120660,Enemy of the State,-0.045071881657699854,0.06906192436941204,0.039643726581296695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120663,Eyes Wide Shut,-0.0352679600890724,0.09315830991158074,0.07502330631851666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0120667,Fantastic Four,0.023555569322692302,-0.1237091599679373,0.07254333905022473,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120669,Fear and Loathing in Las Vegas,-0.045071881657699854,0.09315830991158074,0.0539360577891276,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120679,Frida,-0.005856195383190051,0.06906192436941204,-0.019564768223316625,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0120681,From Hell,-0.0156601169518175,0.008820960513990365,0.005696931046395737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0120684,Gods and Monsters,-0.045071881657699854,0.08111011714049644,-0.04216856016081759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0120685,Godzilla,-0.045071881657699854,-0.1598537382811903,0.020399566566474788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120686,Stepmom,-0.045071881657699854,0.008820960513990365,-0.027891282450801996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120689,The Green Mile,-0.0352679600890724,0.2256884303935084,0.4368650052794393,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0120693,Half Baked,-0.045071881657699854,-0.01527542502817833,-0.029599275472154803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tt0120694,Halloween H20: 20 Years Later,-0.045071881657699854,-0.11166096719685299,-0.025652557134678542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120696,Hard Rain,-0.045071881657699854,-0.0996127744257686,-0.04043663593780967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0120731,The Legend of 1900,-0.045071881657699854,0.1533992737670024,-0.02941014178165472,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120735,"Lock, Stock and Two Smoking Barrels",-0.045071881657699854,0.17749565930917102,0.16793233687325737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
tt0120737,The Lord of the Rings: The Fellowship of the Ring,-0.0156601169518175,0.2497848159356772,0.6472441990295358,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120738,Lost in Space,-0.045071881657699854,-0.18395012382335899,-0.0261311811677808,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tt0120744,The Man in the Iron Mask,-0.045071881657699854,-0.027323617799262623,0.010291721764177392,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120746,The Mask of Zorro,-0.045071881657699854,0.008820960513990365,0.016569416340286334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tt0120749,Mercury Rising,-0.045071881657699854,-0.07551638888360002,-0.025573429774367284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0120751,Mighty Joe Young,-0.045071881657699854,-0.1237091599679373,-0.0428316860389383,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tt0120755,Mission: Impossible II,-0.025464038520444952,-0.07551638888360002,0.07667957706532455,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120762,Mulan,-0.045071881657699854,0.10520650268266503,0.05515153124093325,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120768,The Negotiator,-0.045071881657699854,0.06906192436941204,0.0007501200720098424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0120770,A Night at the Roxbury,-0.045071881657699854,-0.06346819611251561,-0.030670003752659367,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120780,Out of Sight,-0.045071881657699854,0.03291734605615906,-0.01845235333347735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tt0120783,The Parent Trap,-0.045071881657699854,-0.01527542502817833,-0.0016692472178973662,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120784,Payback,-0.0352679600890724,0.04496553882724335,-0.0006537150960489512,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0120787,A Perfect Murder,-0.045071881657699854,-0.01527542502817833,-0.021168930708456123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0120789,Pleasantville,-0.045071881657699854,0.09315830991158074,-0.004274660301316903,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120791,Practical Magic,-0.045071881657699854,-0.06346819611251561,-0.02267235055437006,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120794,The Prince of Egypt,-0.045071881657699854,0.04496553882724335,-0.0035115637582175813,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120797,Pushing Tin,-0.0352679600890724,-0.08756458165468431,-0.04270855614655151,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120802,The Red Violin,-0.045071881657699854,0.10520650268266503,-0.04133714389686416,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0120804,Resident Evil,-0.005856195383190051,-0.01527542502817833,0.04963693320792363,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120812,Rush Hour,-0.045071881657699854,0.03291734605615906,0.0480103834696229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
tt0120815,Saving Private Ryan,-0.045071881657699854,0.2256884303935084,0.4716312514774661,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120824,The Shipping News,-0.0156601169518175,-0.003227232257093929,-0.04137033878948254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120828,Six Days Seven Nights,-0.045071881657699854,-0.11166096719685299,-0.024364132116537148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tt0120832,Snake Eyes,-0.045071881657699854,-0.07551638888360002,-0.02262989197078841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0120841,Species II,-0.045071881657699854,-0.28033566599203363,-0.04275564657561479,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120844,Star Trek: Insurrection,-0.045071881657699854,-0.039371810570346916,-0.02513649235059974,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120855,Tarzan,-0.0352679600890724,0.06906192436941204,0.032122767480492295,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120863,The Thin Red Line,-0.045071881657699854,0.10520650268266503,0.017918055349688978,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0120873,U.S. Marshals,-0.045071881657699854,-0.027323617799262623,-0.013381254505334257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
tt0120877,Vampires,-0.045071881657699854,-0.07551638888360002,-0.0313721143302505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120879,Velvet Goldmine,-0.045071881657699854,0.020869153285074764,-0.040308488212817774,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120885,Wag the Dog,-0.054875803226327305,0.04496553882724335,-0.02170699675857269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120888,The Wedding Singer,-0.045071881657699854,0.020869153285074764,0.0035832655582764207,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0120889,What Dreams May Come,-0.045071881657699854,0.020869153285074764,-0.012206695688616383,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120890,Wild Things,-0.045071881657699854,-0.01527542502817833,-0.0076254145201561626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tt0120891,Wild Wild West,-0.0352679600890724,-0.22009470213661197,0.00798004488171819,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tt0120902,The X Files,-0.045071881657699854,0.03291734605615906,-0.013320654526949536,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0120903,X-Men,-0.025464038520444952,0.06906192436941204,0.18101112456489998,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0120907,eXistenZ,-0.0352679600890724,0.008820960513990365,-0.015433934027945384,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
