,T_Const,primaryTitle,movieId,tsne_score
622,185937,The Blair Witch Project,4545,-40.838852
623,120082,Scream 2,3246,-40.837482
624,298130,The Ring,6796,-40.836884
625,432348,Saw II,51540,-40.836212
626,178868,Ringu,4327,-40.83568
627,384537,Silent Hill,41285,-40.834766
628,119345,I Know What You Did Last Summer,3108,-40.83348
629,134084,Scream 3,3783,-40.83131
630,130018,I Still Know What You Did Last Summer,3703,-40.818237
631,489270,Saw III,60040,-40.80882
632,171363,The Haunting,4238,-40.136467
633,450385,1408,54286,-40.13598
634,162661,Sleepy Hollow,4029,-40.135742
635,111686,New Nightmare,2161,-40.130386
636,116095,Diabolique,2642,-39.640873
637,265349,The Mothman Prophecies,5956,-39.63913
638,161081,What Lies Beneath,4022,-39.637318
639,1179933,10 Cloverfield Lane,87222,-39.63303
640,105665,Twin Peaks: Fire Walk with Me,1665,-39.632843
641,99871,Jacob's Ladder,1339,-39.631706
642,123755,Cube,3624,-39.63049
643,138704,Pi,3826,-39.629375
644,56869,The Birds,215,-39.619053
645,93629,A Nightmare on Elm Street 3: Dream Warriors,1175,-38.753216
646,89175,Fright Night,930,-38.7529
647,245674,Thir13en Ghosts,5444,-38.75185
648,117894,Thinner,2912,-38.751343
649,13442,Nosferatu,1,-38.73451
650,185371,House on Haunted Hill,4489,-38.697872
651,146675,End of Days,3980,-38.53529
652,360486,Constantine,27808,-38.531715
653,167404,The Sixth Sense,4223,-37.15768
654,2267998,Gone Girl,119145,-37.15477
655,71315,Chinatown,374,-37.1545
656,71360,The Conversation,376,-37.150906
657,103772,Basic Instinct,1479,-37.149963
658,61811,In the Heat of the Night,261,-37.14851
659,368447,The Village,33166,-37.1483
660,112722,Copycat,2313,-37.148155
661,363988,Secret Window,31410,-37.1481
662,405094,The Lives of Others,45880,-37.14807
663,408790,Flightplan,46972,-37.147533
664,119174,The Game,3088,-37.14604
665,120176,The Spanish Prisoner,3253,-37.14552
666,106918,The Firm,1753,-37.144844
667,166924,Mulholland Drive,4149,-37.144566
668,278504,Insomnia,6385,-37.143623
669,118971,The Devil's Advocate,3037,-37.142685
670,120663,Eyes Wide Shut,3362,-37.140785
671,138304,The Astronaut's Wife,3821,-35.84489
672,470752,Ex Machina,57368,-35.843193
673,289879,The Butterfly Effect,6659,-35.83792
674,390384,Primer,44761,-35.836987
675,119177,Gattaca,3089,-35.833908
676,44706,High Noon,95,-35.136272
677,56218,The Manchurian Candidate,204,-34.880295
678,55824,Cape Fear,196,-34.87961
679,108162,Sliver,1950,-34.87722
680,109635,Disclosure,2006,-34.87226
681,105414,Single White Female,1635,-34.871693
682,93010,Fatal Attraction,1104,-34.86756
683,164334,Along Came a Spider,4084,-34.86561
684,265459,One Hour Photo,5957,-34.8613
685,113870,Murder in the First,2414,-34.86001
686,104257,A Few Good Men,1556,-34.859
687,100157,Misery,1344,-34.858578
688,365737,Syriana,31685,-34.857307
689,424136,Hard Candy,49274,-34.856377
690,1598778,Contagion,104841,-34.855804
691,250258,The Experiment,5541,-34.85294
692,245712,Amores perros,5449,-34.850876
693,361862,The Machinist,30707,-34.849964
694,947798,Black Swan,71745,-34.84793
695,887912,The Hurt Locker,69757,-34.547634
696,116409,The Ghost and the Darkness,2701,-33.9153
697,450259,Blood Diamond,54259,-33.906006
698,68473,Deliverance,344,-33.896717
699,57261,Lord of the Flies,224,-33.895218
700,985699,Valkyrie,74458,-33.578327
701,146309,Thirteen Days,3978,-33.577515
702,1790885,Zero Dark Thirty,111362,-33.574352
703,102138,JFK,1409,-33.571342
704,74119,All the President's Men,420,-33.570908
705,117039,Michael Collins,2788,-32.969357
706,140352,The Insider,3869,-32.964565
707,1024648,Argo,79695,-32.957916
708,2084970,The Imitation Game,115713,-32.953236
709,167260,The Lord of the Rings: The Return of the King,4161,-31.81642
710,120737,The Lord of the Rings: The Fellowship of the Ring,3418,-31.815825
711,167261,The Lord of the Rings: The Two Towers,4214,-31.782982
712,172495,Gladiator,4270,-31.737583
713,1663202,The Revenant,106920,-31.352976
714,2103281,Dawn of the Planet of the Apes,116823,-31.09498
715,472043,Apocalypto,57669,-31.012655
716,360717,King Kong,27815,-30.978714
717,498380,Letters from Iwo Jima,60397,-30.97398
718,190332,"Crouching Tiger, Hidden Dragon",4642,-30.973093
719,299977,Hero,6870,-30.956293
720,320661,Kingdom of Heaven,7367,-30.93206
721,1037705,The Book of Eli,80489,-30.927378
722,245844,The Count of Monte Cristo,5463,-30.921425
723,311113,Master and Commander: The Far Side of the World,7143,-30.919838
724,266308,Battle Royale,5991,-30.910116
725,385004,House of Flying Daggers,41569,-30.906397
726,993842,Hanna,76251,-30.89786
727,418689,Flags of Our Fathers,48774,-30.883171
728,117731,Star Trek: First Contact,2871,-30.867487
729,104691,The Last of the Mohicans,1586,-30.860502
730,237534,Brotherhood of the Wolf,5219,-30.830715
731,349683,King Arthur,8958,-30.801542
732,119051,The Edge,3053,-30.79788
733,177971,The Perfect Storm,4326,-30.79241
734,120744,The Man in the Iron Mask,3424,-30.789803
735,102798,Robin Hood: Prince of Thieves,1431,-30.780384
736,96446,Willow,1242,-30.763645
737,119925,The Postman,3198,-30.717558
738,190865,Vertical Limit,4679,-30.701838
739,113071,First Knight,2355,-30.68883
740,116040,Daylight,2641,-30.681662
741,443649,"10,000 BC",53322,-30.572283
742,69113,The Poseidon Adventure,350,-30.503113
743,54953,The Guns of Navarone,181,-30.354439
744,33870,The Maltese Falcon,31,-29.118145
745,38355,The Big Sleep,44,-29.116676
746,114369,Se7en,2459,-28.522268
747,114814,The Usual Suspects,2527,-28.398106
748,1392214,Prisoners,97225,-28.217741
749,3460252,The Hateful Eight,158238,-28.15268
750,119488,L.A. Confidential,3157,-28.105436
751,1568346,The Girl with the Dragon Tattoo,103253,-28.055346
752,443706,Zodiac,53464,-28.046581
753,327056,Mystic River,7454,-28.001245
754,454848,Inside Man,54999,-27.926193
755,1132620,The Girl with the Dragon Tattoo,85414,-27.914263
756,452623,Gone Baby Gone,54995,-27.879883
757,117381,Primal Fear,2804,-27.729588
758,465538,Michael Clayton,56757,-27.72407
759,186151,Frequency,4558,-27.649426
760,104348,Glengarry Glen Ross,1566,-27.628239
761,90756,Blue Velvet,1029,-27.58032
762,109642,Dolores Claiborne,2009,-27.576712
763,145681,The Bone Collector,3977,-27.55352
764,118771,Breakdown,2997,-27.543592
765,165854,The Limey,4121,-27.541899
766,120890,Wild Things,3527,-27.521687
767,134273,8MM,3785,-27.516651
768,112688,Clockers,2302,-27.506588
769,150377,Double Jeopardy,3997,-27.502172
770,119468,Kiss the Girls,3156,-27.502125
771,109446,The Client,2002,-27.490875
772,119668,Midnight in the Garden of Good and Evil,3174,-27.489
773,112857,Devil in a Blue Dress,2335,-27.48229
774,144214,The General's Daughter,3949,-27.479727
775,107798,The Pelican Brief,1885,-27.4745
776,101669,Dead Again,1387,-27.462488
777,120152,Smilla's Sense of Snow,3252,-27.440695
778,117107,Mulholland Falls,2792,-27.436398
779,115907,City Hall,2616,-27.4218
780,42876,Rashomon,69,-26.947832
781,114168,Powder,2427,-26.08186
782,443543,The Illusionist,53125,-26.05094
783,118929,Dark City,3035,-25.710608
784,286106,Signs,6550,-25.282549
785,272152,K-PAX,6283,-25.277363
786,368008,The Manchurian Candidate,33162,-25.276121
787,120902,The X Files,3535,-25.274265
788,217869,Unbreakable,5014,-25.27219
789,1371111,Cloud Atlas,95441,-25.2713
790,1182345,Moon,87232,-25.269428
791,118884,Contact,3030,-25.268473
792,2543164,Arrival,128360,-25.268244
793,482571,The Prestige,59501,-25.265947
794,246578,Donnie Darko,5481,-25.25558
795,69293,Solaris,351,-25.227444
796,816692,Interstellar,65088,-24.349134
797,3659388,The Martian,166528,-24.341982
798,212720,A.I. Artificial Intelligence,4979,-24.170076
799,88846,Brazil,916,-24.150335
800,87803,1984,892,-24.147392
801,75860,Close Encounters of the Third Kind,445,-24.141973
802,112682,The City of Lost Children,2301,-24.125208
803,43456,The Day the Earth Stood Still,81,-24.112349
804,17136,Metropolis,2,-24.084625
805,21884,Frankenstein,5,-23.475155
806,49366,Invasion of the Body Snatchers,151,-23.4702
807,289043,28 Days Later...,6618,-23.469065
808,99582,Flatliners,1302,-23.463833
809,91064,The Fly,1036,-23.463692
810,85407,The Dead Zone,742,-23.462532
811,115963,The Craft,2622,-22.66357
812,103874,Bram Stoker's Dracula,1500,-22.663515
813,110148,Interview with the Vampire: The Vampire Chronicles,2060,-22.660728
814,219699,The Gift,5026,-22.659035
815,238546,Queen of the Damned,5254,-22.657885
816,1139797,Let the Right One In,86332,-22.652758
817,63522,Rosemary's Baby,281,-22.487068
818,81505,The Shining,546,-22.481104
819,189998,Shadow of the Vampire,4639,-22.463282
820,408236,Sweeney Todd: The Demon Barber of Fleet Street,46965,-22.415836
821,115956,Courage Under Fire,2617,-21.607725
822,1856101,Blade Runner 2049,112175,-21.601177
823,101393,Backdraft,1375,-21.600628
824,409459,Watchmen,46976,-21.599277
825,945513,Source Code,71535,-21.598223
826,364569,Oldboy,31433,-21.595474
827,120177,Spawn,3254,-21.401875
828,110657,The Next Karate Kid,2108,-21.1035
829,97647,The Karate Kid Part III,1270,-21.096401
830,87538,The Karate Kid,842,-21.06043
831,448157,Hancock,53993,-20.605932
832,94625,Akira,1201,-20.550348
833,92099,Top Gun,1093,-20.548256
834,1345836,The Dark Knight Rises,95167,-20.548243
835,780504,Drive,62434,-20.543978
836,416449,300,48385,-20.543634
837,325710,The Last Samurai,7444,-20.541655
838,47478,Seven Samurai,135,-20.508629
839,103855,The Bodyguard,1488,-20.485249
840,58461,A Fistful of Dollars,235,-20.27274
841,213149,Pearl Harbor,4992,-19.78497
842,5013056,Dunkirk,177765,-19.782076
843,265086,Black Hawk Down,5945,-19.775122
844,277434,We Were Soldiers,6383,-19.774208
845,187393,The Patriot,4623,-19.773033
846,408306,Munich,46970,-19.772646
847,56197,The Longest Day,203,-19.767208
848,1291584,Warrior,91658,-19.33711
849,479143,Rocky Balboa,58998,-19.332819
850,99371,Days of Thunder,1297,-19.327883
851,141926,U-571,3897,-18.884563
852,119173,G.I. Jane,3087,-18.864729
853,2713180,Fury,135536,-18.86263
854,215750,Enemy at the Gates,4995,-18.853071
855,89881,Ran,991,-18.824066
856,114279,Richard III,2433,-18.359844
857,457430,Pan's Labyrinth,55269,-17.947021
858,91187,Heartbreak Ridge,1042,-17.917356
859,91763,Platoon,1080,-17.908638
860,82096,The Boat,555,-17.90725
861,77416,The Deer Hunter,475,-17.906721
862,93058,Full Metal Jacket,1120,-17.902637
863,50825,Paths of Glory,158,-17.897213
864,95327,Grave of the Fireflies,1218,-17.892473
865,120815,Saving Private Ryan,3481,-17.889782
866,120863,The Thin Red Line,3504,-17.849419
867,78788,Apocalypse Now,497,-17.842339
868,361596,Fahrenheit 9/11,27831,-17.761885
869,361748,Inglourious Basterds,27904,-17.595728
870,50212,The Bridge on the River Kwai,157,-17.574507
871,60196,"The Good, the Bad and the Ugly",247,-16.90069
872,75029,The Outlaw Josey Wales,435,-16.84934
873,59578,For a Few Dollars More,237,-16.848919
874,64116,Once Upon a Time in the West,290,-16.84601
875,116905,Lone Star,2746,-16.668554
876,68699,High Plains Drifter,349,-16.654625
877,105046,Of Mice and Men,1614,-16.420128
878,105695,Unforgiven,1673,-16.417835
879,1403865,True Grit,97306,-16.40485
880,1853728,Django Unchained,112138,-16.374588
881,32976,Rebecca,25,-16.198626
882,33467,Citizen Kane,26,-16.174784
883,43014,Sunset Blvd.,70,-15.9350195
884,40522,Bicycle Thieves,48,-15.615143
885,42192,All About Eve,58,-15.604239
886,44081,A Streetcar Named Desire,88,-15.596789
887,48545,Rebel Without a Cause,144,-15.566227
888,56801,8½,208,-15.496959
889,111161,The Shawshank Redemption,2137,-15.452891
890,137523,Fight Club,3809,-15.396745
891,64665,Midnight Cowboy,293,-15.369342
892,73486,One Flew Over the Cuckoo's Nest,413,-15.316705
893,74958,Network,432,-15.15742
894,169547,American Beauty,4232,-15.143749
895,180093,Requiem for a Dream,4340,-14.993813
896,79417,Kramer vs. Kramer,508,-14.959884
897,117951,Trainspotting,2918,-14.901835
898,1205489,Gran Torino,88140,-14.881474
899,81283,Ordinary People,540,-14.867415
900,95953,Rain Man,1227,-14.827461
901,82846,On Golden Pond,594,-14.779794
902,469494,There Will Be Blood,56949,-14.723612
903,1454029,The Help,99114,-14.551391
904,88939,The Color Purple,923,-14.550751
905,105323,Scent of a Woman,1625,-14.448392
906,1065073,Boyhood,81845,-14.391683
907,175880,Magnolia,4310,-14.308034
908,107818,Philadelphia,1894,-14.248172
909,118749,Boogie Nights,2993,-14.247997
910,108550,What's Eating Gilbert Grape,1961,-14.243585
911,101921,Fried Green Tomatoes,1405,-14.190499
912,117666,Sling Blade,2858,-14.152889
913,154420,The Celebration,4005,-14.137384
914,814314,Seven Pounds,64983,-14.126292
915,449467,Babel,54190,-14.074126
916,116477,Hamlet,2702,-14.039607
917,185125,All About My Mother,4467,-14.021147
918,307901,25th Hour,6979,-13.983291
919,245574,Y tu mamá también,5419,-13.979757
920,98724,"Sex, Lies, and Videotape",1289,-13.973291
921,277027,I Am Sam,6373,-13.969026
922,120255,The Sweet Hereafter,3261,-13.9102
923,105265,A River Runs Through It,1620,-13.892992
924,119349,The Ice Storm,3113,-13.886678
925,335345,The Passion of the Christ,8641,-13.866602
926,181536,Finding Forrester,4343,-13.826839
927,223897,Pay It Forward,5064,-13.814089
928,113540,Kids,2398,-13.765011
929,109759,Exotica,2018,-13.747221
930,107501,The Man Without a Face,1835,-13.628685
931,120633,A Civil Action,3354,-13.578069
932,110638,Nell,2105,-13.55508
933,115964,Crash,2628,-13.524758
934,114436,Showgirls,2467,-13.301276
935,386032,Sicko,42011,-13.234181
936,298228,Whale Rider,6863,-12.754765
937,58385,My Fair Lady,234,-12.685064
938,50976,The Seventh Seal,159,-12.632499
939,243017,Waking Life,5349,-12.572885
940,327597,Coraline,8228,-12.49291
941,121164,Corpse Bride,3591,-12.4906225
942,116583,The Hunchback of Notre Dame,2712,-12.486841
943,84503,Pink Floyd: The Wall,673,-12.016595
944,113862,Mr. Holland's Opus,2413,-11.970806
945,298203,8 Mile,6857,-11.9703245
946,249462,Billy Elliot,5528,-11.968814
947,76666,Saturday Night Fever,466,-11.967461
948,2582802,Whiplash,134853,-11.96651
949,108394,Three Colors: Blue,1958,-11.870194
950,120802,The Red Violin,3476,-11.869494
951,445922,Across the Universe,53519,-11.396339
952,91605,The Name of the Rose,1079,-11.384729
953,332452,Troy,8529,-11.334568
954,113828,Les Misérables,2410,-11.334239
955,99348,Dances with Wolves,1296,-11.162874
956,40897,The Treasure of the Sierra Madre,50,-11.155136
957,329575,Seabiscuit,8370,-10.487273
958,265662,The Rookie,5971,-10.361738
959,146984,The Legend of Bagger Vance,3986,-10.274377
960,110057,Hoop Dreams,2052,-10.243306
961,100507,Rocky V,1359,-10.204232
962,1125849,The Wrestler,84944,-10.20171
963,146838,Any Given Sunday,3981,-10.20154
964,405159,Million Dollar Baby,45950,-10.20068
965,84602,Rocky III,708,-10.198213
966,90863,The Color of Money,1031,-10.198091
967,89927,Rocky IV,996,-10.198091
968,87781,The Natural,866,-10.197356
969,91217,Hoosiers,1049,-10.196862
970,79817,Rocky II,524,-10.195994
971,75148,Rocky,440,-10.194722
972,54997,The Hustler,185,-10.193642
973,95250,The Big Blue,1216,-9.769596
974,112384,Apollo 13,2232,-9.110407
975,159365,Cold Mountain,4017,-9.10383
976,57115,The Great Escape,223,-9.101827
977,73341,The Man Who Would Be King,412,-9.099824
978,96754,The Abyss,1246,-9.041655
979,52618,Ben-Hur,162,-9.0322485
980,92005,Stand by Me,1089,-9.029437
981,64276,Easy Rider,292,-9.02644
982,118158,White Squall,2948,-9.016566
983,82158,Chariots of Fire,562,-8.155594
984,81398,Raging Bull,543,-8.152483
985,108065,Searching for Bobby Fischer,1918,-8.146491
986,108002,Rudy,1912,-8.143675
987,1210166,Moneyball,88163,-8.140949
988,210945,Remember the Titans,4967,-8.140401
989,878804,The Blind Side,69481,-8.14024
990,174856,The Hurricane,4306,-8.140207
991,923752,The King of Kong: A Fistful of Quarters,70293,-8.12924
992,86879,Amadeus,802,-7.2603636
993,253474,The Pianist,5650,-7.2590537
994,101761,The Doors,1393,-7.25499
995,108551,What's Love Got to Do with It,1962,-7.2540784
996,110116,Immortal Beloved,2059,-7.253864
997,358273,Walk the Line,27706,-7.251789
998,350258,Ray,8965,-7.251103
999,117631,Shine,2841,-7.250972
1000,66206,Patton,316,-6.630356
1001,96969,Born on the Fourth of July,1252,-6.618246
1002,418763,Jarhead,48780,-6.6066675
1003,2179136,American Sniper,117529,-6.6063514
1004,1979320,Rush,114180,-6.6052527
1005,964517,The Fighter,72641,-6.602979
1006,790636,Dallas Buyers Club,63113,-5.8459377
1007,1285016,The Social Network,91630,-5.8442492
1008,454921,The Pursuit of Happyness,55118,-5.843448
1009,436697,The Queen,52328,-5.842083
1010,338751,The Aviator,8861,-5.8407187
1011,268978,A Beautiful Mind,6281,-5.8406773
1012,195685,Erin Brockovich,4720,-5.8396325
1013,172493,"Girl, Interrupted",4262,-5.839469
1014,203019,Men of Honor,4873,-5.838142
1015,166896,The Straight Story,4148,-5.8375287
1016,183659,Pollock,4386,-5.8371344
1017,117318,The People vs. Larry Flynt,2798,-5.836313
1018,99077,Awakenings,1292,-5.834203
1019,112792,Dangerous Minds,2324,-5.8338766
1020,83987,Gandhi,661,-5.8309064
1021,80678,The Elephant Man,535,-5.828662
1022,808417,Persepolis,64969,-5.8138456
1023,49408,The King and I,153,-5.740568
1024,308644,Finding Neverland,7004,-5.200111
1025,132477,October Sky,3745,-5.1990657
1026,59742,The Sound of Music,239,-5.173316
1027,318462,The Motorcycle Diaries,7325,-4.672899
1028,120102,Seven Years in Tibet,3247,-4.6699514
1029,758758,Into the Wild,60950,-4.6651363
1030,86197,The Right Stuff,780,-4.6615224
1031,114287,Rob Roy,2447,-4.6592684
1032,56172,Lawrence of Arabia,198,-4.6574035
1033,54331,Spartacus,176,-4.6543865
1034,151137,The Messenger: The Story of Joan of Arc,3998,-4.652606
1035,127536,Elizabeth,3683,-3.3208058
1036,108358,Tombstone,1957,-3.3195179
1037,118607,Amistad,2953,-3.3192894
1038,110932,Quiz Show,2117,-3.318235
1039,104797,Malcolm X,1590,-3.315451
1040,113987,Nixon,2421,-3.3131683
1041,455590,The Last King of Scotland,55247,-3.3126705
1042,97499,Henry V,1266,-3.312439
1043,433383,"Good Night, and Good Luck.",51662,-3.310218
1044,97441,Glory,1263,-3.3097117
1045,93389,The Last Emperor,1135,-3.307578
1046,395169,Hotel Rwanda,44974,-3.30545
1047,87553,The Killing Fields,852,-3.3037212
1048,363163,Downfall,30812,-3.3031461
1049,422720,Marie Antoinette,49272,-3.2972212
1050,116250,Evita,2683,-3.29697
1051,1504320,The King's Speech,103042,-3.2968647
1052,2024544,12 Years a Slave,115617,-3.2953334
1053,112573,Braveheart,2288,-3.2903957
1054,108052,Schindler's List,1917,-3.2883162
1055,317910,The Fog of War,7323,-2.8339841
1056,34492,Bambi,32,-1.6748245
1057,33563,Dumbo,29,-1.6747843
1058,84649,The Secret of NIMH,709,-1.6730039
1059,110357,The Lion King,2076,-1.6718581
1060,82406,The Fox and the Hound,588,-1.671843
1061,114148,Pocahontas,2424,-1.6673113
1062,70016,Charlotte's Web,356,-1.6662371
1063,293416,Metropolis,6711,-1.6662233
1064,118617,Anastasia,2966,-1.6660892
1065,130623,Dinosaur,3717,-1.6657686
1066,120794,The Prince of Egypt,3468,-1.6651317
1067,46672,"20,000 Leagues Under the Sea",110,-0.6278313
1068,88323,The NeverEnding Story,913,-0.6247983
1069,116329,Fly Away Home,2694,-0.62426955
1070,109279,Black Beauty,1982,-0.62317383
1071,386117,Where the Wild Things Are,42723,-0.62117654
1072,106965,Free Willy,1754,-0.6204201
1073,970179,Hugo,72737,-0.6107845
1074,3040964,The Jungle Book,140110,-0.6101314
1075,82348,Excalibur,586,0.12566593
1076,112817,Dead Man,2325,0.12680161
1077,460791,The Fall,55820,0.13473603
1078,319061,Big Fish,7347,0.14119238
1079,454876,Life of Pi,55052,0.1486275
1080,85809,Koyaanisqatsi,748,0.80216706
1081,428803,March of the Penguins,50872,0.8098645
1082,497116,An Inconvenient Truth,60074,0.813112
1083,98213,Roger & Me,1281,0.8140762
1084,390521,Super Size Me,44840,0.81441
1085,96257,The Thin Blue Line,1233,1.0345467
1086,1645089,Inside Job,106100,1.036032
1087,171804,Boys Don't Cry,4247,2.1956742
1088,112461,The Basketball Diaries,2248,2.1959074
1089,1013753,Milk,79091,2.196105
1090,221027,Blow,5060,2.1966767
1091,110005,Heavenly Creatures,2028,2.1968658
1092,119008,Donnie Brasco,3052,2.1970053
1093,379725,Capote,39292,2.1970363
1094,340855,Monster,8874,2.197284
1095,1895587,Spotlight,112552,2.198623
1096,765429,American Gangster,61240,2.1989875
1097,107207,In the Name of the Father,1801,2.2018046
1098,264464,Catch Me If You Can,5903,2.2041984
1099,72890,Dog Day Afternoon,405,2.2072299
1100,70666,Serpico,367,2.2079906
1101,70511,Papillon,364,2.2080936
1102,99685,Goodfellas,1307,2.209179
1103,64115,Butch Cassidy and the Sundance Kid,288,2.2096965
1104,478087,21,58295,3.4854527
1105,95647,Mississippi Burning,1221,3.4955919
1106,310793,Bowling for Columbine,7099,3.7001398
1107,114558,Strange Days,2471,3.8012524
1108,103074,Thelma & Louise,1464,3.8348284
1109,144084,American Psycho,3917,3.919896
1110,159382,Croupier,4018,4.42841
1111,243133,The Man Who Wasn't There,5377,4.4491034
1112,119256,Hard Eight,3105,4.449859
1113,1800241,American Hustle,111659,4.4514103
1114,165798,Ghost Dog: The Way of the Samurai,4105,4.454831
1115,128442,Rounders,3688,4.4608974
1116,276919,Dogville,6365,4.4666986
1117,112818,Dead Man Walking,2329,4.4729776
1118,399295,Lord of War,45666,4.473035
1119,110729,Once Were Warriors,2110,4.484059
1120,97108,"The Cook, the Thief, His Wife & Her Lover",1253,4.493286
1121,106489,A Bronx Tale,1717,4.5029783
1122,217505,Gangs of New York,5013,4.5080466
1123,101507,Boyz n the Hood,1379,4.513486
1124,94291,Wall Street,1199,4.5146537
1125,86066,The Outsiders,765,4.5161057
1126,99674,The Godfather Part III,1304,4.5634446
1127,112641,Casino,2294,4.6062584
1128,87843,Once Upon a Time in America,898,4.633195
1129,317248,City of God,7265,4.695622
1130,61512,Cool Hand Luke,252,4.7303057
1131,86250,Scarface,784,4.8119197
1132,53198,The 400 Blows,164,4.813833
1133,56592,To Kill a Mockingbird,207,4.8298435
1134,75314,Taxi Driver,441,4.8501782
1135,120586,American History X,3271,4.894685
1136,50083,12 Angry Men,154,5.0393133
1137,71562,The Godfather Part II,377,5.089787
1138,68646,The Godfather,348,5.272594
1139,110912,Pulp Fiction,2116,5.286629
1140,120689,The Green Mile,3398,5.363725
1141,168629,Dancer in the Dark,4226,5.7172275
1142,55614,West Side Story,193,5.7320676
1143,52311,Touch of Evil,160,6.157188
1144,44079,Strangers on a Train,86,6.161347
1145,36775,Double Indemnity,41,6.164341
1146,22111,The Maltese Falcon,7,6.175696
1147,113670,A Little Princess,2404,7.142564
1148,111112,The Secret of Roan Inish,2133,7.1436567
1149,38650,It's a Wonderful Life,45,7.14366
1150,108071,The Secret Garden,1920,7.144469
1151,97351,Field of Dreams,1261,7.145433
1152,113419,The Indian in the Cupboard,2391,7.155175
1153,76759,Star Wars,471,8.309665
1154,80684,Star Wars: Episode V - The Empire Strikes Back,537,8.32191
1155,86190,Star Wars: Episode VI - Return of the Jedi,778,8.390363
1156,325980,Pirates of the Caribbean: The Curse of the Black Pearl,7451,8.513418
1157,499549,Avatar,60756,8.530601
1158,121766,Star Wars: Episode III - Revenge of the Sith,3608,8.784974
1159,1211837,Doctor Strange,88405,8.822185
1160,800369,Thor,64839,8.867698
1161,451279,Wonder Woman,54503,8.878276
1162,383574,Pirates of the Caribbean: Dead Man's Chest,40819,8.896422
1163,449088,Pirates of the Caribbean: At World's End,54004,8.98102
1164,2527336,Star Wars: Episode VIII - The Last Jedi,122926,8.992032
1165,120915,Star Wars: Episode I - The Phantom Menace,3564,8.99754
1166,1981115,Thor: The Dark World,114662,9.001595
1167,121765,Star Wars: Episode II - Attack of the Clones,3593,9.055809
1168,1298650,Pirates of the Caribbean: On Stranger Tides,92259,9.160081
1169,1386697,Suicide Squad,96610,9.17436
1170,120616,The Mummy,3301,9.204166
1171,411477,Hellboy II: The Golden Army,47099,9.286855
1172,167190,Hellboy,4153,9.331116
1173,473075,Prince of Persia: The Sands of Time,58025,9.355521
1174,209163,The Mummy Returns,4954,9.4601
1175,978764,Sucker Punch,72998,9.524716
1176,800320,Clash of the Titans,64716,9.551915
1177,338526,Van Helsing,8810,9.5599785
1178,120667,Fantastic Four,3363,9.585097
1179,253556,Reign of Fire,5669,9.605325
1180,486576,Fantastic 4: Rise of the Silver Surfer,59615,9.625767
1181,91203,Highlander,1047,9.6415615
1182,116136,DragonHeart,2648,9.643061
1183,311429,The League of Extraordinary Gentlemen,7149,9.651429
1184,146316,Lara Croft: Tomb Raider,3979,9.671726
1185,82198,Conan the Barbarian,575,9.707857
1186,325703,Lara Croft Tomb Raider: The Cradle of Life,7439,9.732818
1187,113855,Mortal Kombat,2412,9.737571
1188,277296,The Scorpion King,6377,9.7381
1189,98382,Star Trek V: The Final Frontier,1283,9.857174
1190,190374,Dungeons & Dragons,4643,10.0650015
1191,110027,Highlander: The Final Dimension,2046,10.590056
1192,90357,Young Sherlock Holmes,1020,11.151257
1193,1201607,Harry Potter and the Deathly Hallows: Part 2,88129,11.157135
1194,89469,Legend,952,11.320727
1195,903624,The Hobbit: An Unexpected Journey,69951,11.380901
1196,2310332,The Hobbit: The Battle of the Five Armies,122906,11.38108
1197,1170358,The Hobbit: The Desolation of Smaug,86911,11.382742
1198,77869,The Lord of the Rings,489,11.433815
1199,82509,Heavy Metal,590,11.437301
1200,119698,Princess Mononoke,3176,11.459325
1201,926084,Harry Potter and the Deathly Hallows: Part 1,71057,12.615817
1202,3183660,Fantastic Beasts and Where to Find Them,148626,12.616611
1203,330373,Harry Potter and the Goblet of Fire,8371,12.618056
1204,241527,Harry Potter and the Sorcerer's Stone,5299,12.618486
1205,304141,Harry Potter and the Prisoner of Azkaban,6934,12.618604
1206,1587310,Maleficent,103341,12.6220255
1207,295297,Harry Potter and the Chamber of Secrets,6764,12.622275
1208,486655,Stardust,59725,12.627758
1209,1014759,Alice in Wonderland,79132,12.628047
1210,363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",30825,12.630514
1211,93779,The Princess Bride,1183,12.633474
1212,385752,The Golden Compass,41997,12.640107
1213,91369,Labyrinth,1073,12.648183
1214,83791,The Dark Crystal,628,12.652714
1215,62803,Chitty Chitty Bang Bang,267,12.655766
1216,32138,The Wizard of Oz,19,12.671674
1217,107688,The Nightmare Before Christmas,1883,13.777682
1218,101414,Beauty and the Beast,1377,13.780384
1219,120910,Fantasia 2000,3552,13.783565
1220,32455,Fantasia,20,13.791111
1221,42332,Cinderella,60,13.793276
1222,67992,Willy Wonka & the Chocolate Factory,339,13.8193445
1223,110527,Miracle on 34th Street,2090,13.92909
1224,58331,Mary Poppins,233,14.958739
1225,117008,Matilda,2770,14.9619665
1226,107120,Hocus Pocus,1779,14.962448
1227,109127,Angels in the Outfield,1968,14.963921
1228,219854,The Kid,5049,14.964159
1229,170016,How the Grinch Stole Christmas,4235,14.964616
1230,322330,Freaky Friday,7387,14.965366
1231,112642,Casper,2297,14.965866
1232,93148,Harry and the Hendersons,1125,14.966746
1233,118998,Doctor Dolittle,3044,14.971504
1234,413099,Evan Almighty,47518,14.976322
